CMDLINE /usr/bin/python3 image_creation.py 1
MEM 6.191406 1698844742.4189
MEM 18.445312 1698844742.5192
MEM 40.816406 1698844742.6196
MEM 46.546875 1698844742.7200
MEM 74.621094 1698844742.8203
MEM 87.476562 1698844742.9208
MEM 98.835938 1698844743.0211
MEM 120.199219 1698844743.1216
